horizon,commodity,stale,zero_return_frac,mse_full,mse_ar1,mse_mean,mse_zero,r2_oos_vs_ar1,r2_oos_vs_mean,r2_oos_vs_zero,cw_stat,cw_p,cw_fdr10_reject
63,Brent,False,0.003484320557491289,0.030173216949816267,0.03027943084426318,0.027809859269722202,0.027043104964070204,0.003507790321198745,-0.08498272706712884,-0.11574528849053278,1.9276785238100116,0.02694756249935948,False
63,NaturalGas,False,0.0027874564459930314,0.1445467517014469,0.14457810498537116,0.14049038610111345,0.13592319963745209,0.00021686052620095708,-0.028872905206581256,-0.063444298596534,1.0551715208145114,0.14567344330258436,False
63,WTI,False,0.004181184668989547,0.032622422497323306,0.032786327233550426,0.030228586403190514,0.029699177874593523,0.004999179537847009,-0.07919113590704097,-0.09842846947054729,1.8785282112723338,0.03015447073883737,False
63,Gasoline,False,0.0003484320557491289,0.05077687659094832,0.051124732170105325,0.04813212069861641,0.046895740094550366,0.006804056752798271,-0.054947836370898395,-0.08276096056001836,1.7468438277535734,0.04033221588975067,False
63,HeatingOil,False,0.0006968641114982578,0.04813287589668394,0.04826281665385993,0.04595928520724906,0.04484981682342595,0.0026923575163033675,-0.047293831477867476,-0.07320117016716954,1.5340308341307562,0.06251103367626831,False
63,Gold,False,0.0031358885017421603,0.007497354431055072,0.007459852912884293,0.007515940662697085,0.009197170927876494,-0.0050271122780463084,0.002472908246104133,0.18481949614193882,-0.26826954293373667,0.6057540757839585,False
63,Silver,False,0.0024390243902439024,0.0326452453998847,0.032511957065966636,0.03026007884593636,0.03162388025310774,-0.004099671196280852,-0.0788222187421248,-0.03229727467351462,-0.65746762106717,0.7445598580479517,False
63,Copper,False,0.007317073170731708,0.012857513572421583,0.012799167231565016,0.012659593090027415,0.012749309640529049,-0.004558604462380655,-0.01563403191450763,-0.008487042431581049,-0.8769125060850288,0.809732918561433,False
63,Aluminium,False,0.0031358885017421603,0.015894253546084102,0.015805236961228212,0.014758743308393956,0.014866050926189334,-0.005632094290914935,-0.0769381385638932,-0.06916447582480667,-0.8178102747290017,0.7932672349056109,False
63,Nickel,False,0.0006968641114982578,0.031139469885428938,0.03098799186216665,0.030130969872957703,0.02944445291343429,-0.004888281368345959,-0.03347054597722576,-0.05756659758556015,-0.29812442295846303,0.6171958990938784,False
63,Zinc,False,0.003484320557491289,0.014093722994888955,0.014075682943219033,0.013824409930642689,0.013573757385781586,-0.001281646634319289,-0.019480980786696467,-0.038306682102041245,-0.27201820635892493,0.6071959898218899,False
63,Platinum,False,0.0031358885017421603,0.02257804783246397,0.02249099960429221,0.020879431612036974,0.020439539299982677,-0.0038703583523760354,-0.08135356613097389,-0.10462606329307556,0.22586622872417395,0.41065273233662847,False
