n_factors,lr,weight_decay,epochs,beta,train_mse,test_mse
5,0.001,0.0001,200,0.3,0.7066219458350774,0.8128741040568349
7,0.001,0.0001,200,0.5,0.6987721302964993,0.8128934475109704
7,0.001,0.0,200,0.3,0.6970614432918927,0.8129856561833954
7,0.001,0.0001,200,0.3,0.6975954700857806,0.8135108131232567
9,0.005,0.0001,50,0.5,0.6928468323767106,0.8135913094366585
5,0.001,0.0,200,0.5,0.7080400482251596,0.8141269224837648
3,0.005,0.0,100,2.0,0.7072849312447744,0.8145528290060023
5,0.001,0.0001,200,0.5,0.7084182826218577,0.8146228031829683
5,0.005,0.0,50,0.3,0.7079062744094711,0.8147535785905299
5,0.005,0.0001,50,0.3,0.708032356029102,0.8149651522727629
3,0.005,0.0001,100,2.0,0.7079490096421134,0.8153757158823844
9,0.005,0.001,200,2.0,0.7075361122809944,0.815407075182549
5,0.005,0.0,50,0.5,0.7070074563562182,0.8154254092819431
5,0.005,0.0001,50,0.5,0.7071931364246966,0.8157175334676403
5,0.001,0.001,200,0.3,0.7096193820582017,0.8170384405195817
5,0.005,0.001,50,0.3,0.709371251358046,0.8170807258627463
8,0.001,0.001,200,0.8,0.7005150279710719,0.8172936848394776
7,0.005,0.0,50,0.5,0.7022884198444878,0.8177423049448691
5,0.005,0.001,50,0.5,0.7093605816280334,0.8185417168619532
7,0.005,0.0001,50,0.5,0.7030444756595615,0.818727716078972
7,0.005,0.0,50,0.3,0.702370840135816,0.8190019846049005
9,0.001,0.001,200,0.5,0.7029318606246518,0.8191298410304745
7,0.001,0.001,200,0.3,0.7033488459651152,0.8192669335423668
7,0.005,0.0001,50,0.3,0.7028794445353562,0.819529590871042
5,0.001,0.001,200,0.5,0.712155861042126,0.8196384022732357
7,0.001,0.001,200,0.5,0.7061310104200821,0.8205603018091838
8,0.005,0.001,50,0.8,0.7074236847610068,0.8213309069696446
8,0.001,0.0,200,1.0,0.7032995204577545,0.821401636483146
8,0.001,0.0001,200,1.0,0.7042803289896851,0.8224217078840649
5,0.005,0.0,50,0.8,0.7113829327348838,0.822525568038146
5,0.005,0.0001,50,0.8,0.7117018640302712,0.8228442889692761
7,0.001,0.0,200,0.8,0.7087884668769346,0.8233303754073616
5,0.001,0.0,200,0.8,0.7154898787798065,0.8234514676015261
5,0.001,0.0001,200,0.8,0.7159770313795252,0.824081002202461
8,0.005,0.0,50,1.0,0.7096761180554462,0.8241905522121589
7,0.001,0.0001,200,0.8,0.709716869792668,0.824272808631466
8,0.005,0.0001,50,1.0,0.7106357345435236,0.825281851662296
7,0.005,0.001,50,0.3,0.7085853472097511,0.8254661380086058
9,0.005,0.001,50,0.5,0.7029688961073485,0.8259777505038519
7,0.005,0.001,50,0.5,0.710260423847585,0.8261273959869486
7,0.005,0.0,50,0.8,0.7119205781444481,0.8277361931999876
5,0.005,0.001,50,0.8,0.7157038594035366,0.8278446657014963
7,0.005,0.0001,50,0.8,0.7127473209327357,0.8285554776684444
3,0.005,0.001,100,2.0,0.718626098457535,0.8295976394530631
5,0.005,0.0,100,2.0,0.7151083647189839,0.830601400498338
6,0.005,0.0001,50,0.3,0.716990709071432,0.8308532192697022
6,0.005,0.0,50,0.3,0.7167938005276081,0.830890669046517
5,0.001,0.001,200,0.8,0.7211034190742742,0.8308909125351113
6,0.001,0.0,200,0.3,0.7169181439954437,0.831081087351289
7,0.005,0.0,100,2.0,0.7133581898020268,0.8312910509011723
8,0.005,0.0,100,2.0,0.7164216158499606,0.8314059594779111
5,0.005,0.0001,100,2.0,0.7157460884840811,0.8314520736871746
6,0.001,0.0001,200,0.3,0.7174673685918149,0.8314855058249392
5,0.005,0.0,50,1.0,0.7179982762692989,0.8321520669604949
7,0.005,0.0001,100,2.0,0.7144580154905221,0.8326286730083268
8,0.001,0.001,200,1.0,0.7136883759128834,0.8326740496283277
8,0.005,0.0001,100,2.0,0.7175979658965932,0.8328195072999058
5,0.005,0.0001,50,1.0,0.7187046061489808,0.8331437841287501
7,0.001,0.001,200,0.8,0.7188617459872139,0.8337348359923918
5,0.001,0.0,200,1.0,0.7232530815809025,0.8339226665992867
8,0.0005,0.0,300,0.3,0.712252283341462,0.834067020519531
6,0.005,0.001,50,0.3,0.7218660639903477,0.8344553621656976
8,0.0005,0.0001,300,0.3,0.7127519119814022,0.8347302695325653
5,0.001,0.0001,200,1.0,0.7238864624706073,0.8347436611170739
6,0.005,0.0,50,0.5,0.7199014089226812,0.835040174128807
6,0.005,0.0001,50,0.5,0.7204015551152954,0.8354017657143736
6,0.001,0.0,200,0.5,0.7206022810439395,0.8356822818737907
7,0.001,0.0,200,1.0,0.7196737705685365,0.8359169593272777
6,0.001,0.0001,200,0.5,0.7212147529191618,0.8361571518179346
6,0.001,0.001,200,0.3,0.7233319687255161,0.8363290291870902
9,0.001,0.0,200,0.8,0.7134594914621428,0.8363859812560079
7,0.001,0.0001,200,1.0,0.7206761919073702,0.836959774112733
7,0.005,0.001,50,0.8,0.7210672784207498,0.8369606135589038
4,0.001,0.0,200,0.3,0.7343712542882139,0.8371262296664246
8,0.005,0.001,50,1.0,0.7206652932134547,0.8371854627652731
4,0.005,0.0,100,2.0,0.7273932544231194,0.837291829627171
4,0.001,0.0001,200,0.3,0.7348434078611856,0.8375138529926146
9,0.001,0.0001,200,0.8,0.714781320945316,0.838002127212038
7,0.005,0.0,50,1.0,0.7211888946803425,0.8380349853685538
4,0.005,0.0001,100,2.0,0.7288255677117779,0.8386293100415833
7,0.005,0.0001,50,1.0,0.7221548250838964,0.8390151552631382
4,0.001,0.0,200,0.5,0.7367137033807251,0.8391469761289891
4,0.001,0.0001,200,0.5,0.7372727932026557,0.8396335783808957
6,0.005,0.0,100,2.0,0.7213532535917064,0.839825062579004
6,0.005,0.001,50,0.5,0.726048462474442,0.8401391996295053
5,0.005,0.001,100,2.0,0.7224709436210919,0.840599030048727
9,0.005,0.0,100,2.0,0.7222188613567058,0.8406189499076396
5,0.005,0.001,50,1.0,0.7244996758913556,0.8408036075067632
6,0.001,0.001,200,0.5,0.7273936743287163,0.8413906577983347
6,0.005,0.0001,100,2.0,0.7229344168579731,0.8414809322028234
9,0.005,0.0,50,0.8,0.7117374266792563,0.8417980977474123
4,0.001,0.001,200,0.3,0.7398675470804011,0.841986620867629
8,0.0005,0.0,300,0.5,0.7172170558880072,0.842172995301522
8,0.0005,0.001,300,0.3,0.7182020362304002,0.8422745220740587
5,0.001,0.001,200,1.0,0.7301048959676162,0.8429304627759383
8,0.0005,0.0001,300,0.5,0.7178158892332533,0.8429728728848602
9,0.005,0.0001,100,2.0,0.7239836275289475,0.8433014927246947
9,0.005,0.0001,50,0.8,0.713019429618275,0.8434086554735654
4,0.001,0.001,200,0.5,0.7428942913810356,0.8448124612428793
8,0.005,0.001,100,2.0,0.7278323517714336,0.8456204792960145
7,0.001,0.001,200,1.0,0.7303677930390271,0.8471354827476136
4,0.001,0.0,200,0.8,0.7449528877726629,0.8478706233081889
7,0.005,0.001,50,1.0,0.7313970513279938,0.8482778368084586
4,0.001,0.0001,200,0.8,0.7454950748964236,0.8483570358195452
6,0.001,0.0,200,0.8,0.7315843821819765,0.8492479309429563
8,0.001,0.0,300,2.0,0.7324840940854178,0.8498608644439467
6,0.001,0.0001,200,0.8,0.7322925368405295,0.8498764039150568
4,0.005,0.0,50,0.5,0.7486394071166937,0.8500067384079677
4,0.005,0.0001,50,0.5,0.748961168573071,0.8502475222479192
4,0.005,0.0,50,0.3,0.7483388833951626,0.8505708394274409
6,0.005,0.0,50,0.8,0.7321283749109897,0.8506819263302196
4,0.005,0.0001,50,0.3,0.7486408163103904,0.8507733294864274
6,0.005,0.0001,50,0.8,0.7328349458605596,0.851339338958086
8,0.001,0.0001,300,2.0,0.7337880334694572,0.8514235688228328
8,0.0005,0.001,300,0.5,0.7243755292534605,0.8521667363237689
7,0.005,0.001,100,2.0,0.7315552832422356,0.8523312859804432
4,0.005,0.001,50,0.5,0.75246150144256,0.8532073710220853
4,0.001,0.001,200,0.8,0.7506628955270277,0.8533765459816525
4,0.005,0.001,50,0.3,0.7519658222577423,0.8534329576805701
4,0.005,0.001,100,2.0,0.7436208302706387,0.8534842693996547
4,0.005,0.0,50,0.8,0.7529809192671612,0.8535823064475186
9,0.0005,0.0,300,0.3,0.7263544455610123,0.8537241158063636
4,0.005,0.0001,50,0.8,0.7532585763288246,0.8538166918303943
9,0.001,0.001,200,0.8,0.7274155759038666,0.8540280305335771
9,0.0005,0.0001,300,0.3,0.7271545952473469,0.8547131148673226
4,0.001,0.0,200,1.0,0.7513020815514758,0.855132489455095
4,0.001,0.0001,200,1.0,0.7518148179585536,0.8556202394954182
5,0.001,0.0,300,2.0,0.7367555353570965,0.8559323214682611
6,0.001,0.001,200,0.8,0.7394770896176848,0.8563317775240669
4,0.005,0.001,50,0.8,0.7560184611224858,0.8564764393836631
4,0.005,0.0,50,1.0,0.7563792709856562,0.8572666632628557
4,0.005,0.0001,50,1.0,0.7566825062824937,0.8575346065272611
5,0.001,0.0001,300,2.0,0.7380635946831349,0.8575720398508136
6,0.005,0.001,50,0.8,0.7404247284621625,0.8583271163498544
4,0.005,0.001,50,1.0,0.759197833500976,0.8602387427269774
4,0.001,0.001,200,1.0,0.7565831001682649,0.8604892020325827
7,0.0005,0.0,300,0.5,0.7377965086629592,0.8607260106113177
9,0.001,0.0,200,1.0,0.7310465384478425,0.8612078197226822
7,0.0005,0.0001,300,0.5,0.7383647279503557,0.8613664061696793
9,0.005,0.001,50,0.8,0.7268195983512176,0.8614158861594512
3,0.005,0.0,300,3.0,0.7421098994103564,0.8615044285681239
7,0.0005,0.0,300,0.3,0.7368512499469043,0.861613007893506
6,0.001,0.0,200,1.0,0.7414566141093256,0.8616786437635924
7,0.0005,0.0001,300,0.3,0.7372781621465874,0.8620795066634337
6,0.001,0.0001,200,1.0,0.7422495654946999,0.862484084749197
4,0.005,0.0,300,3.0,0.7464463990397152,0.862738137034134
8,0.0005,0.0,300,0.8,0.7303890834546227,0.862865497504846
9,0.001,0.0001,200,1.0,0.7324775260214157,0.8630843232799644
6,0.005,0.001,100,2.0,0.7430167183035693,0.8631977427921552
4,0.001,0.0,300,2.0,0.7540810344739652,0.8636296563966522
3,0.005,0.0001,300,3.0,0.7438259684927947,0.8637106453485707
8,0.0005,0.0001,300,0.8,0.7311511161537007,0.8638050621163789
7,0.001,0.0,300,2.0,0.7425603320413654,0.8639734798322979
9,0.0005,0.001,300,0.3,0.7349312829347306,0.8641685951671008
4,0.001,0.0001,300,2.0,0.7548773944582889,0.8643954529109851
6,0.005,0.0,50,1.0,0.7437727884783939,0.8654399590656691
7,0.001,0.0001,300,2.0,0.7442033664141716,0.8656363975965159
4,0.005,0.0001,300,3.0,0.7490364645631848,0.8658537357830098
7,0.005,0.0,300,3.0,0.7465204505077907,0.8660962147757604
6,0.005,0.0001,50,1.0,0.7445910563991281,0.8662087393758159
7,0.0005,0.001,300,0.3,0.7418416570845028,0.8669662947016064
9,0.0005,0.0,300,0.5,0.7366332845254077,0.8672706317436141
7,0.0005,0.001,300,0.5,0.7441036515955696,0.8677624884385295
9,0.0005,0.0001,300,0.5,0.7375596842858302,0.868385243222562
8,0.001,0.001,300,2.0,0.7473265545289159,0.8684287694895929
5,0.005,0.0,300,3.0,0.7463641375086543,0.8685418744500866
7,0.0005,0.0,300,0.8,0.7457089315443614,0.8690583362439146
9,0.005,0.0,50,1.0,0.7310440921140974,0.8691809831901444
3,0.001,0.0,300,2.0,0.7455564548866166,0.869578932816907
5,0.0005,0.0,300,0.3,0.7469648257687043,0.8696250831622698
7,0.0005,0.0001,300,0.8,0.7463692162863679,0.8697992235716017
9,0.005,0.0,300,3.0,0.747737608646898,0.8698823368712905
8,0.005,0.0,300,3.0,0.7490477828368857,0.8700056335426477
5,0.0005,0.0001,300,0.3,0.7474503097021215,0.870242467621815
6,0.001,0.001,200,1.0,0.7500610061781903,0.8703475580140287
5,0.005,0.0001,300,3.0,0.7482430420621604,0.8707200600065399
3,0.001,0.0001,300,2.0,0.7464029721538249,0.8707398799555134
9,0.005,0.0001,50,1.0,0.7325476800413984,0.8712007331099382
5,0.0005,0.0,300,0.5,0.7496999384194598,0.8716601770249527
5,0.0005,0.0001,300,0.5,0.7501948448499098,0.872334111962661
4,0.001,0.001,300,2.0,0.7623945690179602,0.8723891032413273
8,0.005,0.0001,300,3.0,0.7509173126930746,0.8724755790432922
7,0.005,0.0001,300,3.0,0.7522088387905186,0.8724777019918518
6,0.001,0.0,300,2.0,0.7522077489328441,0.8725937667212972
8,0.0005,0.001,300,0.8,0.7384670564591646,0.8727754003593284
4,0.0005,0.0,300,0.3,0.7643091980302193,0.872786492488747
4,0.0005,0.0001,300,0.3,0.7645121430210888,0.8729545054527551
9,0.005,0.0001,300,3.0,0.7503716865359851,0.873622529382204
6,0.001,0.0001,300,2.0,0.7539082683467109,0.8743327524792939
4,0.0005,0.0,300,0.5,0.7654240361649433,0.8743684475972298
6,0.005,0.001,50,1.0,0.7529394118081945,0.8745786242727442
4,0.0005,0.0001,300,0.5,0.76566711457149,0.8745976743373758
4,0.0005,0.001,300,0.3,0.7666219745801113,0.8751076372272347
5,0.001,0.001,300,2.0,0.7532758053531975,0.8759707009721662
5,0.0005,0.001,300,0.3,0.7523063063000357,0.8766611808766396
7,0.0005,0.001,300,0.8,0.7526629443476504,0.8770227638274585
4,0.0005,0.001,300,0.5,0.7681581144526526,0.877357957434432
8,0.0005,0.0,300,1.0,0.7418750302481976,0.8778116113872088
3,0.005,0.0,200,3.0,0.7536171657237632,0.8778665876310936
7,0.0005,0.0,300,1.0,0.7531299461091748,0.8783363146390126
8,0.0005,0.0001,300,1.0,0.742670214541008,0.8787531739045505
7,0.0005,0.0001,300,1.0,0.753829922050171,0.8791588079317589
5,0.0005,0.001,300,0.5,0.7551885169424087,0.8792843684639523
3,0.005,0.0001,200,3.0,0.7552495388206816,0.8795672685737503
9,0.0005,0.001,300,0.5,0.7467730878572235,0.8796708108501219
5,0.0005,0.0,300,0.8,0.7565795306030756,0.8802066791952453
7,0.001,0.001,300,2.0,0.7591812284703356,0.88069506528981
9,0.005,0.001,100,2.0,0.7479678171787117,0.8808505005196714
9,0.001,0.001,200,1.0,0.7458300957814175,0.8808519028824287
5,0.0005,0.0001,300,0.8,0.7571834574604727,0.881053740021517
4,0.0005,0.0,300,0.8,0.7705504356339784,0.8813107019954853
4,0.0005,0.0001,300,0.8,0.7708236833689229,0.8815968884391122
6,0.005,0.0,300,3.0,0.7599204791087533,0.8820992662756499
6,0.0005,0.0,300,0.3,0.7586357163848574,0.8830058393278981
6,0.0005,0.0001,300,0.3,0.7589638253001841,0.8832145876963364
3,0.001,0.001,300,2.0,0.7562245957963217,0.8844152928631837
4,0.0005,0.001,300,0.8,0.7735912122847067,0.8849867971167069
4,0.005,0.0,200,3.0,0.7629676173262611,0.8858699449763646
6,0.0005,0.001,300,0.3,0.7623978707801948,0.8860143134460214
6,0.005,0.0001,300,3.0,0.7638925635949528,0.8863377139337796
7,0.0005,0.001,300,1.0,0.7604157059687138,0.8870283372808787
4,0.005,0.0001,200,3.0,0.7644509891197008,0.8874192405404218
4,0.0005,0.0,300,1.0,0.7752107827343923,0.8877714381916267
8,0.0005,0.001,300,1.0,0.7502222542328331,0.8878612284938864
4,0.0005,0.0001,300,1.0,0.775500885185815,0.8881068152959227
6,0.0005,0.0,300,0.5,0.7614813679341019,0.8882521187578962
6,0.0005,0.0001,300,0.5,0.7618891017019253,0.8885765766425606
5,0.0005,0.0,300,1.0,0.763594412766882,0.8899302130836159
5,0.0005,0.001,300,0.8,0.7634516106485325,0.8900696839615523
6,0.001,0.001,300,2.0,0.7693069150225825,0.8907104540878533
5,0.0005,0.0001,300,1.0,0.7643307872024518,0.8909668560114229
9,0.005,0.001,50,1.0,0.7477596954522238,0.8910278764720836
4,0.0005,0.001,300,1.0,0.778460719916916,0.8919628486371274
6,0.0005,0.001,300,0.5,0.7658804381211355,0.8921213890244147
9,0.0005,0.0,300,0.8,0.755618317723698,0.8927865236220284
9,0.0005,0.0001,300,0.8,0.756701353063693,0.894161954348945
7,0.005,0.0,200,3.0,0.7665682193485419,0.894592100004115
3,0.005,0.001,300,3.0,0.7699733939663752,0.8961096721544214
7,0.005,0.0001,200,3.0,0.7682023885167292,0.8962771235162542
8,0.005,0.0,200,3.0,0.7625863840999283,0.8966920130995556
3,0.005,0.0,50,0.3,0.7709769098463286,0.8990421969079205
3,0.005,0.0001,50,0.3,0.7714799139445618,0.8996540158260878
8,0.005,0.0001,200,3.0,0.7652484209671531,0.899904407256448
3,0.001,0.0,200,0.5,0.7691991502779612,0.8999283159636885
4,0.005,0.001,300,3.0,0.7761225780750463,0.9000306876644871
3,0.005,0.0,50,0.5,0.7699731033913085,0.9001192738528598
3,0.001,0.0001,200,0.5,0.7696499014284875,0.900203942420926
7,0.005,0.001,300,3.0,0.7749858603193239,0.9006775358546111
4,0.005,0.0,50,2.0,0.7860878380394414,0.9008307101182019
3,0.005,0.0001,50,0.5,0.7705468902778314,0.9008884415092109
3,0.001,0.0,200,0.3,0.7714033498208307,0.9010240750639654
3,0.001,0.0001,200,0.3,0.7717752232501595,0.9011510561521602
4,0.005,0.0001,50,2.0,0.7863889212226376,0.9012764032684524
5,0.0005,0.001,300,1.0,0.7714785763808653,0.9014133405635668
9,0.001,0.0,300,2.0,0.7637563612244792,0.9014299041945958
6,0.0005,0.0,300,0.8,0.7710194099826052,0.9016789356524615
6,0.0005,0.0001,300,0.8,0.7715268391745799,0.9021344904332202
6,0.005,0.001,300,3.0,0.7749271058067376,0.9024211246577702
5,0.005,0.0,200,3.0,0.7671340824285482,0.9026644925090668
4,0.001,0.0,200,2.0,0.7854663668669641,0.9027586879864509
9,0.001,0.0001,300,2.0,0.7649903773282721,0.9029961908476418
4,0.001,0.0001,200,2.0,0.7858632619283542,0.9032807025840158
4,0.005,0.001,200,3.0,0.7767370910964421,0.9033924462674501
8,0.005,0.001,300,3.0,0.7758549260561097,0.9035483822098064
3,0.005,0.001,200,3.0,0.7757050825613669,0.9041334674935342
3,0.001,0.001,200,0.3,0.7761176468574081,0.9043019095492464
7,0.005,0.0,50,2.0,0.7767796665221122,0.9043323671039529
3,0.001,0.001,200,0.5,0.7749157630084077,0.9047361479416676
9,0.005,0.0,200,3.0,0.7705808742395988,0.9054154724843316
7,0.001,0.0,200,2.0,0.7771668349942527,0.9054470045481002
7,0.005,0.0001,50,2.0,0.7776930241821843,0.9054968744336146
6,0.005,0.0,200,3.0,0.773713641014934,0.9055006886408727
3,0.001,0.0,200,0.8,0.7715418112923784,0.9058977628685443
5,0.005,0.0001,200,3.0,0.7703864951290509,0.9062154135117931
3,0.001,0.0001,200,0.8,0.7720260168587803,0.9064185090767872
7,0.001,0.0001,200,2.0,0.7780754453868488,0.9065549961443703
6,0.0005,0.001,300,0.8,0.7762987803612288,0.9068483241237695
6,0.005,0.0001,200,3.0,0.7752682127726326,0.9071293680382212
9,0.0005,0.001,300,0.8,0.7670505942257497,0.9073028487997533
3,0.005,0.001,50,0.3,0.7772860072502237,0.9074026728137671
4,0.005,0.001,50,2.0,0.7910464443834513,0.9088592909060672
4,0.001,0.001,200,2.0,0.7902230554012714,0.9094143431426083
9,0.005,0.0001,200,3.0,0.7740889628230474,0.9096993886981527
3,0.005,0.001,50,0.5,0.7772848371642832,0.9099025460675979
9,0.0005,0.0,300,1.0,0.7694212201627151,0.9116669237704008
3,0.001,0.001,200,0.8,0.777630785013296,0.9122361646534792
6,0.0005,0.0,300,1.0,0.7788512895113735,0.9124576122111365
6,0.0005,0.0001,300,1.0,0.7793937092253564,0.9130472611724989
9,0.0005,0.0001,300,1.0,0.7705182934398713,0.9130894700138484
3,0.005,0.0,50,0.8,0.7757126640538908,0.9133446372121741
3,0.001,0.0,200,1.0,0.7759922333008942,0.9137217202006248
3,0.005,0.0001,50,0.8,0.7761986715916729,0.9139651859858828
3,0.001,0.0001,200,1.0,0.7764490489331283,0.914141368272968
7,0.005,0.001,200,3.0,0.782308288595615,0.9141500747021917
9,0.001,0.001,300,2.0,0.7748951712168904,0.9156067026156021
7,0.005,0.001,50,2.0,0.7864369287675581,0.917101555401966
7,0.001,0.001,200,2.0,0.7865847847909991,0.9173492049621628
9,0.005,0.001,300,3.0,0.783088003260492,0.9175473278499944
4,0.005,0.0,100,3.0,0.7870309760110001,0.9185557590012362
6,0.0005,0.001,300,1.0,0.7844937593546862,0.9187625745306117
4,0.005,0.0001,100,3.0,0.7874708346792227,0.918956238049663
3,0.001,0.001,200,1.0,0.7820785903410669,0.9201474584291406
7,0.005,0.0,100,3.0,0.7852029437855654,0.9234307201918078
3,0.005,0.001,50,0.8,0.7835445509552845,0.9234436201261855
6,0.005,0.001,200,3.0,0.78671276549062,0.9235798942595804
5,0.005,0.001,300,3.0,0.7852011921114183,0.9237018341369251
7,0.005,0.0001,100,3.0,0.785861110992248,0.924203843303735
4,0.005,0.001,100,3.0,0.7925092733570493,0.9248519810010226
3,0.005,0.0,50,1.0,0.7824825412351478,0.9250432901759161
5,0.001,0.0,200,2.0,0.7867917724021696,0.9257043787834661
3,0.005,0.0001,50,1.0,0.7831446974753243,0.9258602430131284
9,0.0005,0.001,300,1.0,0.7806321433817044,0.9260657691698748
5,0.001,0.0001,200,2.0,0.787919053948962,0.9273314228001728
8,0.001,0.0,200,2.0,0.7834012181519245,0.9275628152755825
8,0.0005,0.0,200,0.3,0.7846245293031845,0.9279051045555861
8,0.0005,0.0001,200,0.3,0.784979322740624,0.9285017031529373
5,0.005,0.001,200,3.0,0.7895687373733935,0.928700762723947
7,0.0005,0.0,200,0.3,0.7867155756072495,0.9287039639274165
8,0.005,0.001,200,3.0,0.7901461916929321,0.929100802666518
7,0.0005,0.0001,200,0.3,0.7870346782320923,0.929134159515423
8,0.001,0.0001,200,2.0,0.7846420989535958,0.9292115731031483
7,0.0005,0.0,200,0.5,0.7874754070643969,0.9293625434202203
4,0.001,0.0,300,3.0,0.7980321373844947,0.9296493441919751
7,0.0005,0.0001,200,0.5,0.7878473268992084,0.9298473528211487
4,0.001,0.0001,300,3.0,0.7985359631778802,0.9303040668183674
9,0.005,0.001,200,3.0,0.7920990290212485,0.932475933449723
7,0.0005,0.001,200,0.3,0.7902891739803743,0.9334376126881426
3,0.005,0.001,50,1.0,0.7898619686652871,0.9335802350603959
7,0.0005,0.0,200,0.8,0.7915805503420155,0.9336006126360624
7,0.0005,0.0001,200,0.8,0.7919896905481509,0.9341306052886835
7,0.005,0.001,100,3.0,0.7933074974353577,0.9341415977678243
7,0.0005,0.001,200,0.5,0.7914129058819754,0.934380372348137
8,0.0005,0.001,200,0.3,0.78864153574475,0.9344675553722392
7,0.001,0.0,100,0.3,0.7909925123197284,0.9353390219062541
7,0.001,0.0001,100,0.3,0.7912807872631195,0.9357433468449554
7,0.001,0.0,100,0.5,0.7913334721697987,0.9358041138196045
8,0.0005,0.0,200,0.5,0.7901022739330104,0.9361646836836847
7,0.001,0.0001,100,0.5,0.7916632461485689,0.9362451940543334
8,0.0005,0.0001,200,0.5,0.7904088826844617,0.936669845852722
4,0.0005,0.0,300,2.0,0.808627271931854,0.9376286509518991
4,0.0005,0.0,200,0.3,0.8097664465648704,0.9378846806561194
4,0.0005,0.0001,300,2.0,0.8089556563728152,0.9380801949735426
4,0.0005,0.0001,200,0.3,0.8099183907466887,0.9380952624361039
7,0.0005,0.0,300,2.0,0.7989968231990956,0.9381298225384985
4,0.001,0.001,300,3.0,0.8042806563805079,0.9386462615217172
7,0.0005,0.0,200,1.0,0.7961347062843996,0.9391035876018483
7,0.0005,0.0001,300,2.0,0.7997526525130972,0.9391611302210214
7,0.0005,0.001,200,0.8,0.7958880048241286,0.9392235619027671
7,0.001,0.0,100,0.8,0.7947458640655367,0.9393607171641373
7,0.001,0.001,100,0.3,0.7941726169430225,0.9396589825184799
7,0.0005,0.0001,200,1.0,0.796578151676893,0.9396869681916362
7,0.001,0.0001,100,0.8,0.7951201767332184,0.9398456436605764
7,0.001,0.001,100,0.5,0.794888085495239,0.9404075918119776
4,0.0005,0.001,200,0.3,0.8115913329787644,0.9405065496172488
8,0.001,0.0,100,0.3,0.7941259955759375,0.9406831896950704
8,0.001,0.0001,100,0.3,0.7944445191120733,0.9412395616459658
4,0.0005,0.0,200,0.5,0.8125946669942833,0.9416445736272127
4,0.0005,0.0001,200,0.5,0.8127535571542053,0.9418601523376307
8,0.0005,0.001,200,0.5,0.7940485191181735,0.9422173604686166
8,0.005,0.0,50,2.0,0.7965648970581337,0.942292427178744
6,0.005,0.0,100,3.0,0.7961019264580322,0.9425020831008217
5,0.001,0.001,200,2.0,0.7984296953037415,0.9425686597330807
7,0.001,0.0,300,3.0,0.8021113551270407,0.942651159958581
4,0.0005,0.001,300,2.0,0.812657437677904,0.9435169782326829
7,0.001,0.0001,300,3.0,0.8029412959661467,0.9438531970711524
8,0.001,0.001,200,2.0,0.7962452523821676,0.9439599317528579
6,0.005,0.0001,100,3.0,0.7971636741089932,0.944078922722682
8,0.005,0.0001,50,2.0,0.7979511349696704,0.9441745814163186
7,0.001,0.0,100,1.0,0.7989349381364109,0.9443982149395757
4,0.0005,0.001,200,0.5,0.8146120323463127,0.9444085513076023
7,0.001,0.001,100,0.8,0.798774434084097,0.9446249898187828
7,0.001,0.0001,100,1.0,0.7993510167653811,0.9449437275792086
7,0.0005,0.001,200,1.0,0.8007526686545552,0.945221962439139
5,0.005,0.0,50,2.0,0.7943289567153835,0.9453339879757795
9,0.0005,0.0,200,0.3,0.7985852592174851,0.9462738534579508
8,0.001,0.001,100,0.3,0.7977722173560645,0.946731793163114
9,0.0005,0.0001,200,0.3,0.7990299635047069,0.9468024561817279
5,0.005,0.0001,50,2.0,0.795607400619996,0.947056969651869
4,0.001,0.0,100,0.3,0.8178901756958097,0.9472957498182948
4,0.001,0.0001,100,0.3,0.8180067194136807,0.9474646753963393
6,0.001,0.0,200,2.0,0.8039659970938442,0.9475307089984623
6,0.001,0.0001,200,2.0,0.8047638270209739,0.9485293899051758
8,0.001,0.0,100,0.5,0.7998782844720587,0.9488067087880285
7,0.0005,0.001,300,2.0,0.8068049763457098,0.948959435339213
4,0.0005,0.0,200,0.8,0.8185487510471958,0.9492255216073341
8,0.001,0.0001,100,0.5,0.8001950861007459,0.9493040144193998
4,0.001,0.001,100,0.3,0.8193703840691853,0.949458762246158
8,0.0005,0.0,200,0.8,0.7983234269455115,0.9494662270875456
4,0.0005,0.0001,200,0.8,0.818753815235691,0.9494672934829312
8,0.0005,0.0001,200,0.8,0.7986626073517462,0.9499203876582709
9,0.0005,0.0,200,0.5,0.8012565154287824,0.9499599530033025
7,0.001,0.001,100,1.0,0.8032464802090231,0.9500670970977774
9,0.0005,0.0001,200,0.5,0.8017162004568051,0.950495801043005
3,0.005,0.0,100,3.0,0.7954131491104168,0.9506259743002837
5,0.0005,0.0,200,0.3,0.8045663610528754,0.9506516322252739
4,0.001,0.0,100,0.5,0.8208000055835649,0.9510161450787044
5,0.0005,0.0001,200,0.3,0.804925441357105,0.9511181832876116
4,0.001,0.0001,100,0.5,0.8209135855119946,0.9511826234879396
6,0.0005,0.0,200,0.3,0.8064940958128959,0.9515763766076745
9,0.0005,0.001,200,0.3,0.8031143799874356,0.9515975684336683
5,0.0005,0.0,200,0.5,0.8058990200489528,0.9516820423849948
6,0.0005,0.0001,200,0.3,0.8066727873676355,0.9517639476597118
3,0.005,0.0001,100,3.0,0.7963368483221877,0.952018787345542
4,0.0005,0.001,200,0.8,0.8208455946169161,0.9521455723328152
5,0.0005,0.0001,200,0.5,0.8062499586646157,0.9521767263998139
9,0.001,0.0,100,0.3,0.8038120060523879,0.9525266794071284
