n_factors,lr,weight_decay,epochs,beta,train_mse,test_mse
7,0.005,0.0001,100,5.0,0.8518605921206681,1.0127962709914669
3,0.0005,0.0,300,3.0,0.8543562549370212,1.0133795159038574
4,0.005,0.001,50,4.0,0.8594250234106886,1.0134259234833016
3,0.0005,0.0001,300,3.0,0.8545243335777577,1.0134754288090422
7,0.005,0.0,50,4.0,0.8572810004716473,1.0134953218088762
7,0.005,0.0001,50,4.0,0.8576033588261983,1.0138471368904922
4,0.001,0.001,200,4.0,0.8612755681501502,1.0144428103275733
5,0.0005,0.0,300,4.0,0.8590998488631281,1.0145122157054232
5,0.0005,0.0001,300,4.0,0.8593491151021415,1.0147467328287105
3,0.0005,0.001,300,3.0,0.856419368397051,1.0148224565108015
8,0.0005,0.0,300,3.0,0.8572082902182419,1.0151023929320964
7,0.001,0.0,200,4.0,0.8575520350851665,1.0154923299742635
8,0.0005,0.0001,300,3.0,0.8577375807358102,1.0155547665961284
7,0.001,0.0001,200,4.0,0.8579100778607738,1.0158958468298516
7,0.005,0.001,50,4.0,0.8603994582085813,1.0168625221779601
5,0.0005,0.001,300,4.0,0.8619364042983921,1.0171636318419026
5,0.0005,0.0,200,3.0,0.8637811670316563,1.0174790711484205
7,0.005,0.001,100,5.0,0.8586057609676099,1.0176950185742535
5,0.0005,0.0001,200,3.0,0.864066485757976,1.0177650458313998
3,0.005,0.0,50,4.0,0.8644096945086592,1.0178400443856146
4,0.001,0.0,300,5.0,0.860949378449609,1.017878239426077
3,0.005,0.0001,50,4.0,0.8645512411401979,1.0179061512287444
9,0.005,0.0,100,5.0,0.8593184624066202,1.0179161004641657
7,0.0005,0.0,200,3.0,0.8639965075385144,1.0179907875556158
4,0.001,0.0001,300,5.0,0.8612277687556287,1.0180698688048957
9,0.005,0.0001,100,5.0,0.859738304903798,1.0181596596481641
8,0.001,0.0,300,4.0,0.8610641241113723,1.0185361760474447
7,0.0005,0.0001,200,3.0,0.864492252527109,1.0185619067807083
8,0.001,0.0001,300,4.0,0.8613368823521954,1.0187463154329885
6,0.001,0.0,200,4.0,0.8628760132982037,1.019135355519599
6,0.001,0.0001,200,4.0,0.8630962261002982,1.0192747247088607
3,0.005,0.001,50,4.0,0.8662688172263524,1.0192787809941675
3,0.0005,0.0,200,2.0,0.8582886889317619,1.019422711477244
7,0.001,0.001,200,4.0,0.8612242813570873,1.0194591122208891
3,0.0005,0.0001,200,2.0,0.8584192269768629,1.0195129819089572
9,0.001,0.0,200,4.0,0.8652999201364161,1.019628418571633
8,0.0005,0.001,300,3.0,0.8627210338411638,1.0198084204629327
9,0.001,0.0001,200,4.0,0.8655970244430119,1.0199139447324541
4,0.001,0.001,300,5.0,0.8641523227897296,1.0204193645292827
7,0.001,0.0,100,3.0,0.8666898821391795,1.0204523180548188
5,0.0005,0.001,200,3.0,0.8668268782403529,1.020528580143153
3,0.005,0.0,100,5.0,0.8607397487884125,1.0205521551888366
6,0.005,0.0,50,4.0,0.8634196757090555,1.0205710733079612
3,0.0005,0.001,200,2.0,0.8598743063922758,1.0205980674158934
6,0.005,0.0001,50,4.0,0.8635107207359621,1.0206334925389142
6,0.001,0.001,200,4.0,0.8652877403992165,1.0207876539656464
8,0.001,0.001,300,4.0,0.8639669038032097,1.0209243972957902
5,0.001,0.0,100,3.0,0.8672530228135078,1.021017312771705
7,0.001,0.0001,100,3.0,0.8672255993835682,1.0210471725382564
3,0.005,0.0001,100,5.0,0.8617179051579104,1.0212317034334315
5,0.001,0.0001,100,3.0,0.867570558321195,1.021322734276925
6,0.005,0.001,50,4.0,0.8646054894457557,1.0213688577810507
3,0.001,0.0,200,4.0,0.8641778106468277,1.0217254549575419
3,0.001,0.0001,200,4.0,0.8644063082062617,1.0218523989214534
9,0.005,0.001,100,5.0,0.864997608881116,1.022030699497568
3,0.001,0.0,100,2.0,0.8601473792279107,1.0222879131829412
3,0.001,0.0001,100,2.0,0.860286966572788,1.0223883521471204
9,0.001,0.001,200,4.0,0.8684014694639497,1.022561221175122
9,0.0005,0.0,100,0.3,0.8727995264124468,1.0226236159346487
9,0.005,0.0,50,4.0,0.8686380339162536,1.022722966701293
9,0.0005,0.0001,100,0.3,0.8729368472797204,1.0227655778129021
9,0.0005,0.0,200,3.0,0.8712511608394636,1.0227671547312198
9,0.005,0.0001,50,4.0,0.8687739925023802,1.022846412326214
9,0.0005,0.0001,200,3.0,0.8716578469047296,1.023158128073989
3,0.001,0.001,100,2.0,0.8618502505935092,1.0235884595475429
7,0.0005,0.001,200,3.0,0.8690564758972795,1.0237364376147469
3,0.001,0.001,200,4.0,0.8670729309471377,1.0237754472398122
9,0.005,0.001,50,4.0,0.8700046456222058,1.023863848311794
5,0.001,0.0,200,5.0,0.8679649215012618,1.0240586700168346
9,0.0005,0.001,100,0.3,0.874367611791903,1.024200407442236
7,0.0005,0.0,300,4.0,0.8665141991401635,1.0242659762625805
5,0.001,0.0001,200,5.0,0.8682769040695651,1.0242963664479776
5,0.001,0.001,100,3.0,0.8706811119535195,1.0243340356213002
7,0.0005,0.0001,300,4.0,0.8668615893895373,1.0246571398192796
4,0.0005,0.0,300,4.0,0.8765282721784372,1.0254276466584313
4,0.0005,0.0001,300,4.0,0.8768372857874531,1.0257595303964138
5,0.005,0.0,50,5.0,0.8682147368934069,1.0261196518642235
9,0.0005,0.0,100,0.5,0.8764359226584559,1.0262364560637383
5,0.005,0.0001,50,5.0,0.86847269144135,1.0262887970087624
9,0.0005,0.0001,100,0.5,0.8766161664452551,1.026421607224309
7,0.001,0.001,100,3.0,0.8721852518127104,1.0264840778588824
9,0.0005,0.0,300,4.0,0.8737938781960708,1.0266895766825028
9,0.0005,0.001,200,3.0,0.8756181692608669,1.0269330193489115
9,0.0005,0.0001,300,4.0,0.8741180976737511,1.027001936401373
5,0.001,0.001,200,5.0,0.8716654722827128,1.0270045145994187
7,0.001,0.0,300,5.0,0.8684194985371987,1.0272803749295036
7,0.001,0.0001,300,5.0,0.8688984057891717,1.0276640430301336
5,0.005,0.001,50,5.0,0.8711584309669632,1.0281077997107864
7,0.0005,0.001,300,4.0,0.8701029573492269,1.0281902951976813
9,0.001,0.0,100,3.0,0.8778366586830817,1.0282545336809445
9,0.0005,0.001,100,0.5,0.8785172924870082,1.0283059196033693
9,0.001,0.0001,100,3.0,0.8783104733499612,1.02870751650218
6,0.0005,0.0,300,4.0,0.8739467626371981,1.0289714573380686
4,0.0005,0.001,300,4.0,0.8800875259591204,1.029136947630025
6,0.0005,0.0001,300,4.0,0.874227311530635,1.0291991130614704
7,0.005,0.0,50,5.0,0.8731557920015638,1.029745984920621
8,0.001,0.0,200,4.0,0.8734372557450939,1.0298332386344988
7,0.005,0.0001,50,5.0,0.8733875283983882,1.0299576317778008
9,0.0005,0.001,300,4.0,0.8772666050484315,1.0300194278561343
7,0.0005,0.0,100,0.3,0.8770625303854069,1.0302216025769495
8,0.001,0.0001,200,4.0,0.8738889327938212,1.0302244748175715
3,0.005,0.001,100,5.0,0.873349547487024,1.03041732336023
7,0.0005,0.0001,100,0.3,0.8773006646366758,1.0304907972917188
9,0.001,0.0,50,0.3,0.8822475863086295,1.0308763635537135
9,0.001,0.0001,50,0.3,0.882389359077692,1.0310247207685435
3,0.001,0.0,300,5.0,0.8743687479963728,1.0310769942082192
6,0.005,0.0,100,5.0,0.8715425309936408,1.031143566404839
3,0.001,0.0001,300,5.0,0.874864110922686,1.0314279866830918
6,0.005,0.0001,100,5.0,0.8720497301241625,1.0314747247132392
6,0.0005,0.001,300,4.0,0.877058616474046,1.0315131419499302
7,0.001,0.001,300,5.0,0.8736500553469253,1.031529761031522
7,0.005,0.001,50,5.0,0.8755485623695206,1.0319550496256433
6,0.0005,0.0,200,3.0,0.8787178981243972,1.0323918329074795
9,0.001,0.001,50,0.3,0.8839302206870112,1.0325209165471534
6,0.001,0.0,300,5.0,0.8757950342406762,1.0326238821401144
6,0.001,0.0001,300,5.0,0.8760163474923526,1.0327085120470203
6,0.0005,0.0001,200,3.0,0.8791514399506691,1.0327918274268257
9,0.005,0.0,50,5.0,0.8800915165430785,1.0329831258193547
7,0.0005,0.001,100,0.3,0.8795707921183874,1.0330516426480263
9,0.001,0.001,100,3.0,0.8829747893304418,1.0330882729193498
9,0.005,0.0001,50,5.0,0.8802997854739321,1.0331746584753796
9,0.001,0.0,300,5.0,0.8773699022889307,1.033200058308543
9,0.001,0.0001,300,5.0,0.877768514036724,1.0335194955343194
9,0.0005,0.0,100,0.8,0.88443690984773,1.033816250117083
9,0.0005,0.0001,100,0.8,0.884704587749626,1.0340866696182942
6,0.001,0.001,300,5.0,0.8784064525960075,1.034164379321877
7,0.0005,0.0,100,0.5,0.8813991653139712,1.0341762553998937
4,0.005,0.0,50,5.0,0.8821248402519587,1.0342547238869024
7,0.0005,0.0001,100,0.5,0.8816572185230179,1.0344621786465822
8,0.001,0.001,200,4.0,0.8787995888261596,1.0345907228504314
3,0.0005,0.0,300,4.0,0.8756099585986346,1.0345994222667876
9,0.001,0.0,50,0.5,0.886039764787954,1.0347080603568626
4,0.005,0.0001,50,5.0,0.8826570428279824,1.0347251936749329
3,0.0005,0.0001,300,4.0,0.8758108896147428,1.0347331051932325
8,0.005,0.0,100,5.0,0.8790475797797788,1.0347443879088825
9,0.001,0.0001,50,0.5,0.8862371010776755,1.0349206566131437
3,0.005,0.0,50,5.0,0.880717242360709,1.0350969696454695
6,0.005,0.001,100,5.0,0.8773519284882112,1.0351505325071457
8,0.0005,0.0,200,2.0,0.8813276605127154,1.035203782437749
3,0.005,0.0001,50,5.0,0.8809203125394061,1.0352088459444118
8,0.005,0.0001,100,5.0,0.8798934032604454,1.0354820481301366
9,0.005,0.001,50,5.0,0.8831036635550531,1.0356291554569306
3,0.001,0.001,300,5.0,0.8805869270232101,1.0359945964585147
8,0.0005,0.0001,200,2.0,0.8822545101174701,1.036074293668267
4,0.001,0.0,200,5.0,0.8838262500920082,1.0364278728349516
3,0.0005,0.001,300,4.0,0.8781066063679424,1.036486010157354
9,0.0005,0.001,100,0.8,0.8871903088933801,1.0365450558817182
6,0.0005,0.001,200,3.0,0.8833497024047533,1.0366254639613053
4,0.001,0.0001,200,5.0,0.8841834850604685,1.0367661225932068
9,0.001,0.001,300,5.0,0.8818806691745373,1.036961438846213
9,0.001,0.001,50,0.5,0.8883583376382385,1.0370051768422384
7,0.0005,0.001,100,0.5,0.8841462212375181,1.0371349777164522
3,0.005,0.001,50,5.0,0.8833033858977284,1.0371360726545418
6,0.005,0.0,50,5.0,0.8813557678299017,1.038047278871875
5,0.0005,0.0,300,5.0,0.8842490412085774,1.0382711808700336
6,0.005,0.0001,50,5.0,0.8816757322890691,1.0383099820879365
5,0.0005,0.0001,300,5.0,0.8846154637334059,1.038606152194121
7,0.001,0.0,200,5.0,0.8804514412190532,1.0386646209792738
7,0.001,0.0001,200,5.0,0.8807986848446134,1.038991682593032
7,0.001,0.0,50,0.3,0.8879940861778489,1.039706818681727
9,0.0005,0.0,100,1.0,0.8907429414611157,1.0397193359564694
7,0.001,0.0001,50,0.3,0.8882284215740387,1.0399610075531605
9,0.0005,0.0001,100,1.0,0.891024407666634,1.0399999676989666
4,0.001,0.001,200,5.0,0.887901529278925,1.0402569103831563
4,0.005,0.001,50,5.0,0.8889567302512089,1.0402592236637789
6,0.001,0.0,100,3.0,0.8866811677445241,1.0403282107551362
9,0.001,0.0,200,5.0,0.8874136110838522,1.0405297180924906
6,0.001,0.0001,100,3.0,0.8871904251051173,1.0407962496547816
9,0.001,0.0001,200,5.0,0.8877154392886719,1.0408043621345053
8,0.005,0.001,100,5.0,0.8862608618004562,1.0408910021786477
8,0.001,0.0,300,5.0,0.8857915001748196,1.0412267195009448
7,0.0005,0.0,100,0.8,0.8892777973986308,1.0412270271671296
8,0.001,0.0001,300,5.0,0.8860924001599935,1.0414764608746676
6,0.005,0.001,50,5.0,0.885547128293748,1.0414980997854995
7,0.0005,0.0001,100,0.8,0.8895822587558596,1.041554383503884
4,0.0005,0.0,200,3.0,0.9000257254162978,1.041621475526392
6,0.001,0.0,200,5.0,0.8861577620723071,1.0418412538140365
4,0.0005,0.0001,200,3.0,0.9003873181774497,1.0419961539019225
6,0.001,0.0001,200,5.0,0.8864393602834147,1.0420367483234303
7,0.001,0.001,200,5.0,0.8841250400678842,1.0420757685186768
5,0.0005,0.001,300,5.0,0.8884356770109626,1.0421107236861658
7,0.001,0.001,50,0.3,0.8904729302546208,1.0423846063481894
9,0.001,0.0,50,0.8,0.8941782174890146,1.042531141324674
9,0.0005,0.001,100,1.0,0.8937635197058734,1.042680159803889
9,0.001,0.0001,50,0.8,0.8944860328248507,1.0428414627277884
3,0.001,0.0,200,5.0,0.8864905878040179,1.043265263690182
3,0.0005,0.0,200,3.0,0.8831338052706019,1.0432698881841622
7,0.001,0.0,50,0.5,0.8919741193468158,1.043290195371828
3,0.001,0.0001,200,5.0,0.8867473772062727,1.0434358064670208
3,0.0005,0.0001,200,3.0,0.8833619957637201,1.0434483231330356
9,0.001,0.001,200,5.0,0.8906661339983599,1.0434850851883268
7,0.001,0.0001,50,0.5,0.8922167372272,1.043552260924022
8,0.001,0.001,300,5.0,0.8888097689525828,1.0438296489004677
6,0.001,0.001,200,5.0,0.8894011598224317,1.0441978819849547
8,0.0005,0.001,200,2.0,0.8912212585383482,1.0444200781097939
7,0.0005,0.001,100,0.8,0.8923884294484216,1.0445366532098064
5,0.0005,0.0,200,4.0,0.8925032216135418,1.045224847302626
6,0.001,0.001,100,3.0,0.8920595091571645,1.0452351634561021
3,0.0005,0.001,200,3.0,0.8857115709121994,1.0453519830367741
9,0.001,0.001,50,0.8,0.8971961294183892,1.04548487767961
5,0.0005,0.0001,200,4.0,0.8929075610286135,1.0456277043746078
4,0.0005,0.001,200,3.0,0.903938813907463,1.045666391710691
3,0.001,0.001,200,5.0,0.8896677503336903,1.0457153588151513
6,0.0005,0.0,100,0.3,0.8943522601098145,1.0457271559151415
6,0.0005,0.0001,100,0.3,0.8945635423164952,1.04590872932912
7,0.001,0.001,50,0.5,0.8946319607235557,1.0461073044931428
7,0.0005,0.0,100,1.0,0.8952314392064438,1.04673263140809
7,0.0005,0.0001,100,1.0,0.8955681997183236,1.0470904555335487
6,0.0005,0.001,100,0.3,0.8965719462683686,1.04767253918797
3,0.001,0.0,100,3.0,0.8881186071194269,1.0482889009360015
9,0.001,0.0,50,1.0,0.900412027076455,1.0484081015144375
3,0.001,0.0001,100,3.0,0.8883756291214966,1.0484883958676403
6,0.0005,0.0,100,0.5,0.8978170147972757,1.0486544805384888
9,0.001,0.0001,50,1.0,0.9007060130074972,1.0487008936467634
6,0.0005,0.0001,100,0.5,0.8980377489725848,1.0488469540266856
5,0.0005,0.001,200,4.0,0.8968950239057344,1.0495727149714031
7,0.001,0.0,50,0.8,0.8994286764720738,1.0499667804632915
5,0.001,0.0,100,4.0,0.8977323010719256,1.050234867710788
7,0.001,0.0001,50,0.8,0.8997257324763827,1.0502824003951812
7,0.0005,0.001,100,1.0,0.8986569367281381,1.050343439394018
3,0.001,0.001,100,3.0,0.8909780354248636,1.0505634675922504
5,0.0005,0.0,100,0.3,0.8962067235064693,1.0506324988753681
5,0.001,0.0001,100,4.0,0.8981820760880893,1.0506753972461544
6,0.0005,0.001,100,0.5,0.900146266814836,1.0506987504183138
5,0.0005,0.0001,100,0.3,0.8964036217493978,1.0508441676913396
7,0.0005,0.0,300,5.0,0.8939234874379856,1.0513664461953716
9,0.001,0.001,50,1.0,0.9035851312729882,1.0514841818944052
7,0.0005,0.0001,300,5.0,0.8943625550686982,1.0517929253485705
5,0.0005,0.001,100,0.3,0.8982845423414503,1.0528229987930955
7,0.001,0.001,50,0.8,0.902440161185854,1.0531635976568943
5,0.0005,0.0,100,0.5,0.8988998416210852,1.0532999040875424
5,0.0005,0.0001,100,0.5,0.8991142371087315,1.053524872552463
6,0.0005,0.0,100,0.8,0.9038258808844651,1.0539614588606578
6,0.0005,0.0001,100,0.8,0.9040859579313795,1.0541827873863405
5,0.001,0.001,100,4.0,0.9026087065891878,1.0549905117720573
7,0.001,0.0,50,1.0,0.9050049215750229,1.0551282669200739
9,0.0005,0.0,300,5.0,0.9036730430252842,1.0552804802151943
7,0.001,0.0001,50,1.0,0.9053372228964096,1.0554783468643056
5,0.0005,0.001,100,0.5,0.9012719052249866,1.0556891133310726
9,0.0005,0.0001,300,5.0,0.9041432679235377,1.0557109118609043
4,0.001,0.0,100,3.0,0.9145779055855493,1.055711305974885
7,0.0005,0.001,300,5.0,0.8986457783109252,1.0558707132985559
4,0.001,0.0001,100,3.0,0.9149730254821485,1.0561206314884408
6,0.0005,0.001,100,0.8,0.906640513175974,1.0564019335566002
6,0.001,0.0,50,0.3,0.906271224644374,1.0565522314957887
6,0.001,0.0001,50,0.3,0.9064778144235344,1.056724068036545
7,0.0005,0.0,200,4.0,0.9032167452829407,1.056906782526649
7,0.0005,0.0001,200,4.0,0.9037564460167341,1.0574537987393946
5,0.0005,0.0,100,0.8,0.9039538522799229,1.0580866100485584
3,0.0005,0.0,300,5.0,0.9006802418616553,1.058309272069317
5,0.0005,0.0001,100,0.8,0.9041922149668974,1.0583244072067002
6,0.001,0.001,50,0.3,0.9083914836476786,1.058363106270352
3,0.0005,0.0001,300,5.0,0.9009597018438626,1.058520902216803
7,0.001,0.001,50,1.0,0.9083062612583332,1.0585983751229713
6,0.0005,0.0,100,1.0,0.9092838073697997,1.0588569109499029
6,0.0005,0.0001,100,1.0,0.9095705554792466,1.0591076464310132
6,0.001,0.0,50,0.5,0.9093888363364586,1.0592676303080193
6,0.001,0.0001,50,0.5,0.9095943369652675,1.059441819925315
4,0.001,0.001,100,3.0,0.9187030491249722,1.0599842939671629
9,0.0005,0.001,300,5.0,0.9088291258418568,1.0600225677092783
5,0.0005,0.001,100,0.8,0.9064589598071954,1.0605405464993787
6,0.0005,0.0,300,5.0,0.9073290598734713,1.060719947262481
7,0.001,0.0,100,4.0,0.9080109845966639,1.0608703959435275
3,0.0005,0.001,300,5.0,0.9040235014837505,1.06099921357238
6,0.001,0.001,50,0.5,0.9115337822193682,1.0610986398602253
6,0.0005,0.0001,300,5.0,0.9078452633666444,1.0611749908628636
7,0.001,0.0001,100,4.0,0.9085752617207177,1.061438565212063
5,0.0005,0.0,100,1.0,0.9075528153758079,1.061443596742587
6,0.0005,0.001,100,1.0,0.9123229834893635,1.0615389238080233
5,0.0005,0.0001,100,1.0,0.9078199898356717,1.0617050857436297
5,0.001,0.0,50,0.3,0.9084836392121851,1.0618304570733315
5,0.001,0.0001,50,0.3,0.908677846921816,1.0620307627610033
7,0.0005,0.001,200,4.0,0.9087894316517816,1.062505977464579
9,0.0005,0.0,200,4.0,0.9130940356024159,1.0625119398822507
9,0.0005,0.0001,200,4.0,0.9136237313725634,1.0630128583508187
8,0.001,0.0,100,2.0,0.9131278186445749,1.06386754992516
5,0.001,0.001,50,0.3,0.9105098992251784,1.0639092953174143
5,0.0005,0.001,100,1.0,0.9102078263793864,1.0640224422238465
6,0.001,0.0,50,0.8,0.9147548534107516,1.0640550521983312
5,0.001,0.0,50,0.5,0.910731901735402,1.0640989908943337
6,0.001,0.0001,50,0.8,0.9149934725573663,1.0642544999835075
5,0.001,0.0001,50,0.5,0.9109300990360863,1.0643040316598846
8,0.0005,0.0,100,0.3,0.9192045723086912,1.0644312016847222
8,0.001,0.0001,100,2.0,0.9140965398374211,1.0647864344899736
8,0.0005,0.0001,100,0.3,0.9196011350489183,1.0648470671736021
4,0.0005,0.0,300,5.0,0.9170271952663652,1.0651175478932302
4,0.0005,0.0001,300,5.0,0.9176452024055791,1.065732364083978
6,0.0005,0.001,300,5.0,0.9130875796051391,1.0658258505755647
5,0.001,0.001,50,0.5,0.9129659310236646,1.0663162724881179
6,0.001,0.001,50,0.8,0.9174204176463799,1.06632604505968
7,0.001,0.001,100,4.0,0.9137851308307088,1.0666505421907715
9,0.0005,0.001,200,4.0,0.9186511458058089,1.0677597340041856
5,0.001,0.0,50,0.8,0.9148793210484772,1.0680738818210969
5,0.001,0.0001,50,0.8,0.9151086485554726,1.0682924740953474
8,0.0005,0.001,100,0.3,0.9234373115742844,1.0687972821138747
6,0.001,0.0,50,1.0,0.9200508067774261,1.0688226998929855
6,0.001,0.0001,50,1.0,0.9203199166136747,1.0690562311723375
5,0.001,0.001,50,0.8,0.9171975775211149,1.0702815311829734
5,0.001,0.0,50,1.0,0.917890274643471,1.0708620628651224
5,0.001,0.0001,50,1.0,0.9181509603385455,1.0711079389168003
6,0.001,0.001,50,1.0,0.9228978223955924,1.0713087782306405
3,0.0005,0.0,200,4.0,0.914969945312283,1.0716673150707337
4,0.0005,0.001,300,5.0,0.9238665664656224,1.0718845076378822
3,0.0005,0.0001,200,4.0,0.9152624426533205,1.0718962133134862
9,0.001,0.0,100,4.0,0.9243822925364243,1.0727562948162856
8,0.001,0.001,100,2.0,0.9230675528792696,1.073207862370593
5,0.001,0.001,50,1.0,0.920416014714535,1.0732407478381825
9,0.001,0.0001,100,4.0,0.9249316701776314,1.0732843243018237
8,0.0005,0.0,100,0.5,0.9287159311502604,1.073358312946959
9,0.0005,0.0,100,2.0,0.926354595154406,1.073607660699692
3,0.0005,0.0,100,0.3,0.919513534105006,1.0736701168160152
3,0.0005,0.0001,100,0.3,0.919579119568787,1.0737403540610757
8,0.0005,0.0001,100,0.5,0.9291464596451579,1.0737913962103582
9,0.0005,0.0001,100,2.0,0.9267375973734072,1.0739885528802777
3,0.0005,0.001,200,4.0,0.9182146757181961,1.074284164832907
6,0.0005,0.0,200,4.0,0.9235162544001999,1.0745802459451006
3,0.0005,0.001,100,0.3,0.9203598511063414,1.074607336277933
6,0.0005,0.0001,200,4.0,0.9240601579061888,1.0750712684301538
5,0.0005,0.0,200,5.0,0.9242303685300596,1.075117667958794
5,0.0005,0.0001,200,5.0,0.9247369725010735,1.0756118624808237
8,0.001,0.0,50,0.3,0.9325458992096144,1.0761878741444602
3,0.0005,0.0,100,0.5,0.9222867410068928,1.0762347125745058
3,0.0005,0.0001,100,0.5,0.9223539652227674,1.0763103938843046
8,0.001,0.0001,50,0.3,0.9328942564599789,1.0765584672075605
3,0.0005,0.001,100,0.5,0.9232051820051708,1.077216227474239
9,0.0005,0.001,100,2.0,0.9303490660265945,1.0775233030775866
8,0.0005,0.001,100,0.5,0.9331110914543714,1.0777568095290795
7,0.0005,0.0,100,2.0,0.9276865298726549,1.0779986412418416
8,0.0005,0.0,300,4.0,0.9241260821345946,1.0780820104907627
9,0.001,0.001,100,4.0,0.9299980710119461,1.0780904779007412
3,0.001,0.0,100,4.0,0.9221596960906496,1.0781223847128034
3,0.001,0.0001,100,4.0,0.9224468807776186,1.0783451754333009
7,0.0005,0.0001,100,2.0,0.9280381426280971,1.0783588181215065
8,0.0005,0.0001,300,4.0,0.925146396967756,1.0789926475770117
9,0.0001,0.0,300,0.3,0.9315033213516103,1.0796300177701939
6,0.0005,0.001,200,4.0,0.9292003035043704,1.0796953695512874
9,0.0001,0.0001,300,0.3,0.9316044170848135,1.0797307101497708
8,0.001,0.001,50,0.3,0.9362550210118289,1.0800382511163875
5,0.0005,0.001,200,5.0,0.9295612603484524,1.080276847565316
5,0.001,0.0,100,5.0,0.9298324999423747,1.0803439530308705
5,0.0005,0.0,100,2.0,0.928003518177678,1.0805630562343085
3,0.001,0.001,100,4.0,0.9253129285041684,1.0806194497875001
9,0.0001,0.001,300,0.3,0.932641683307527,1.0807776085317091
5,0.0005,0.0001,100,2.0,0.9282494780029907,1.0807960037164608
5,0.001,0.0001,100,5.0,0.9303577120357681,1.0808495985351907
3,0.0005,0.0,100,0.8,0.9274031665423479,1.0809192727017813
3,0.0005,0.0001,100,0.8,0.9275141934095192,1.0810272898770186
9,0.001,0.0,50,2.0,0.9346465914120196,1.0815645509417553
7,0.0005,0.001,100,2.0,0.9313083431632208,1.08175134635639
9,0.001,0.0001,50,2.0,0.935025327437231,1.08194390638563
3,0.0005,0.001,100,0.8,0.9287131362670498,1.0821551126159272
3,0.001,0.0,50,0.3,0.9298731996302853,1.082555388777243
3,0.001,0.0001,50,0.3,0.9299322707104332,1.082618045357661
9,0.0001,0.0,300,0.5,0.9346030025885899,1.0826540340364965
9,0.0001,0.0001,300,0.5,0.9347369651593473,1.082786394004077
5,0.0005,0.001,100,2.0,0.9306792609751718,1.0830645766641671
8,0.001,0.0,50,0.5,0.9402987879189671,1.0834413177996702
3,0.001,0.001,50,0.3,0.9306623498162304,1.083447438695736
6,0.001,0.0,100,4.0,0.9330998980098859,1.0835599063938446
7,0.001,0.0,50,2.0,0.9346025155337939,1.0836881682189308
8,0.001,0.0001,50,0.5,0.9406738969091658,1.08382432802986
7,0.001,0.0001,50,2.0,0.9349271786984354,1.0840224981240043
6,0.001,0.0001,100,4.0,0.9336190202358837,1.0840321605933496
9,0.0001,0.001,300,0.5,0.936117368890747,1.0841603520228464
3,0.0005,0.0,100,1.0,0.9315314410818735,1.0845913103836644
3,0.0005,0.0001,100,1.0,0.9316509128983376,1.0846995913221564
3,0.001,0.0,50,0.5,0.9322548989780866,1.0847132856013555
3,0.001,0.0001,50,0.5,0.9323181253336137,1.0847871629979362
9,0.001,0.001,50,2.0,0.9385014597625921,1.0853179915094047
5,0.001,0.001,100,5.0,0.9353103443498667,1.0855933211572408
3,0.001,0.001,50,0.5,0.9331266554413555,1.0856626594556553
3,0.0005,0.001,100,1.0,0.9329245046842604,1.0858415152062149
4,0.0005,0.0,100,0.3,0.9496328106411611,1.0864337841332379
4,0.0005,0.0001,100,0.3,0.9496904173344741,1.0864923604646843
6,0.0005,0.0,100,2.0,0.9398654900373211,1.0866935402863591
8,0.0005,0.0,100,0.8,0.9430307942059191,1.086725657266196
6,0.0005,0.0001,100,2.0,0.9401877922812311,1.0869911276916233
8,0.0005,0.0001,100,0.8,0.9434152311848195,1.0871091558197514
4,0.0005,0.001,100,0.3,0.9503852068351006,1.0871908418352618
7,0.001,0.001,50,2.0,0.937972145383567,1.0871972211708458
8,0.001,0.001,50,0.5,0.9439988729221516,1.0872100629108774
5,0.001,0.0,50,2.0,0.9357251280366802,1.0873844602144285
8,0.0005,0.001,300,4.0,0.9345712704722073,1.0873914503897855
5,0.001,0.0001,50,2.0,0.9359314188444907,1.0875832992099972
6,0.001,0.001,100,4.0,0.938452856406305,1.0884063354759481
9,0.0001,0.0,300,0.8,0.9411154177061353,1.0887306505431382
3,0.001,0.0,50,0.8,0.936813196279574,1.0887961623102094
3,0.001,0.0001,50,0.8,0.9369243378686054,1.0889009829461003
9,0.0001,0.0001,300,0.8,0.9413033276598569,1.0889235383715432
4,0.0005,0.0,100,0.5,0.9524377408432907,1.0895452727734334
5,0.001,0.001,50,2.0,0.9380654679842112,1.0895507543432794
4,0.0005,0.0001,100,0.5,0.9524991424033963,1.0896016158049342
4,0.0005,0.0,200,4.0,0.9458639901614163,1.0896359018047728
6,0.0005,0.001,100,2.0,0.9431189572051627,1.0897168900111112
3,0.001,0.001,50,0.8,0.9381116246911659,1.0900248917849238
4,0.0005,0.0001,200,4.0,0.9462733416750158,1.090067309635434
4,0.0005,0.001,100,0.5,0.9531709839034668,1.0902280596422669
8,0.0005,0.001,100,0.8,0.9469699223808649,1.090580781077139
7,0.0005,0.0,200,5.0,0.9391434510222357,1.0906143108021706
9,0.0001,0.001,300,0.8,0.9430581984806518,1.0907236290558644
7,0.0005,0.0001,200,5.0,0.9396559334795402,1.0911100532133131
3,0.001,0.0,50,1.0,0.9404634932540935,1.0919746333464708
3,0.001,0.0001,50,1.0,0.940582785461553,1.0920841189146517
9,0.0001,0.0,300,1.0,0.9455451707435814,1.0928794559027946
9,0.0001,0.0001,300,1.0,0.9457334086067147,1.0930711275923497
